name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Callicebus hoffmannsi 	 NA	NA	NA	78255	NA	NA	NA	9522	NA	NA	38069	376919	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callicebus moloch 	 NA	NA	NA	9523	NA	NA	NA	9522	NA	NA	38069	376919	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callicebus personatus 	 NA	NA	NA	70814	NA	NA	NA	9522	NA	NA	38069	376919	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callicebus torquatus 	 NA	NA	NA	30592	NA	NA	NA	9522	NA	NA	38069	376919	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callimico goeldii 	 NA	NA	NA	9495	NA	NA	NA	9494	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix argentata 	 NA	NA	NA	9482	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix aurita 	 NA	NA	NA	57375	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix geoffroyi 	 NA	NA	NA	52231	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix humeralifera 	 NA	NA	NA	52232	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix jacchus 	 NA	NA	NA	9483	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix kuhlii 	 NA	NA	NA	867363	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix penicillata 	 NA	NA	NA	57378	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Callithrix pygmaea 	 NA	NA	NA	9493	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cebus albifrons 	 NA	NA	NA	9514	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cebus apella 	 NA	NA	NA	9515	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cebus capucinus 	 NA	NA	NA	9516	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cebus olivaceus 	 NA	NA	NA	37295	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercocebus galeritus 	 NA	NA	NA	9532	NA	NA	NA	9529	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercocebus torquatus 	 NA	NA	NA	9530	NA	NA	NA	9529	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus ascanius 	 NA	NA	NA	36223	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus campbelli 	 NA	NA	NA	303588	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus cephus 	 NA	NA	NA	9535	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus diana 	 NA	NA	NA	36224	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus erythrogaster 	 NA	NA	NA	161496	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus erythrotis 	 NA	NA	NA	167130	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus hamlyni 	 NA	NA	NA	9536	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus lhoesti 	 NA	NA	NA	100224	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus mitis 	 NA	NA	NA	36225	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus mona 	 NA	NA	NA	36226	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus neglectus 	 NA	NA	NA	36227	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus nictitans 	 NA	NA	NA	36228	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus petaurista 	 NA	NA	NA	100487	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus pogonias 	 NA	NA	NA	102108	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus preussi 	 NA	NA	NA	147649	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus solatus 	 NA	NA	NA	147650	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cercopithecus wolfi 	 NA	NA	NA	263448	NA	NA	NA	9533	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cheirogaleus major 	 NA	NA	NA	47177	NA	NA	NA	9459	NA	NA	NA	30615	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Cheirogaleus medius 	 NA	NA	NA	9460	NA	NA	NA	9459	NA	NA	NA	30615	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Chiropotes albinasus 	 NA	NA	NA	198627	NA	NA	NA	9524	NA	NA	38039	376919	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Chiropotes satanas 	 NA	NA	NA	9525	NA	NA	NA	9524	NA	NA	38039	376919	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Chlorocebus aethiops 	 NA	NA	NA	9534	NA	NA	NA	392815	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Colobus angolensis 	 NA	NA	NA	54131	NA	NA	NA	9570	NA	NA	9569	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Colobus guereza 	 NA	NA	NA	33548	NA	NA	NA	9570	NA	NA	9569	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Colobus polykomos 	 NA	NA	NA	9572	NA	NA	NA	9570	NA	NA	9569	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Colobus satanas 	 NA	NA	NA	517012	NA	NA	NA	9570	NA	NA	9569	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Daubentonia madagascariensis 	 NA	NA	NA	31869	NA	NA	NA	13038	NA	NA	NA	30613	NA	NA	376916	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Erythrocebus patas 	 NA	NA	NA	9538	NA	NA	NA	9537	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Eulemur coronatus 	 NA	NA	NA	13514	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Eulemur fulvus 	 NA	NA	NA	13515	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Eulemur macaco 	 NA	NA	NA	30602	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Eulemur mongoz 	 NA	NA	NA	34828	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Eulemur rubriventer 	 NA	NA	NA	34829	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Euoticus elegantulus 	 NA	NA	NA	261736	NA	NA	NA	261735	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galago alleni 	 NA	NA	NA	34830	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galago gallarum 	 NA	NA	NA	111173	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galago matschiei 	 NA	NA	NA	135486	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galago moholi 	 NA	NA	NA	30609	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galago senegalensis 	 NA	NA	NA	9465	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galagoides demidoff 	 NA	NA	NA	89672	NA	NA	NA	89671	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Galagoides zanzibaricus 	 NA	NA	NA	111174	NA	NA	NA	89671	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Gorilla gorilla 	 NA	NA	NA	9593	NA	NA	NA	9592	NA	NA	207598	9604	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hapalemur aureus 	 NA	NA	NA	122222	NA	NA	NA	13556	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hapalemur griseus 	 NA	NA	NA	13557	NA	NA	NA	13556	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hapalemur simus 	 NA	NA	NA	122223	NA	NA	NA	13556	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Homo sapiens 	 NA	NA	NA	9606	NA	NA	NA	9605	NA	NA	207598	9604	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates agilis 	 NA	NA	NA	9579	NA	NA	NA	9578	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates concolor 	 NA	NA	NA	29089	NA	NA	NA	325165	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates gabriellae 	 NA	NA	NA	61852	NA	NA	NA	325165	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates hoolock 	 NA	NA	NA	61851	NA	NA	NA	325167	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates klossii 	 NA	NA	NA	9587	NA	NA	NA	9578	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates lar 	 NA	NA	NA	9580	NA	NA	NA	9578	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates leucogenys 	 NA	NA	NA	61853	NA	NA	NA	325165	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates moloch 	 NA	NA	NA	81572	NA	NA	NA	9578	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates muelleri 	 NA	NA	NA	9588	NA	NA	NA	9578	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates pileatus 	 NA	NA	NA	9589	NA	NA	NA	9578	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Hylobates syndactylus 	 NA	NA	NA	9590	NA	NA	NA	325166	NA	NA	NA	9577	314295	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Indri indri 	 NA	NA	NA	34827	NA	NA	NA	34826	NA	NA	NA	30599	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lagothrix lagotricha 	 NA	NA	NA	9519	NA	NA	NA	9518	NA	NA	38068	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lemur catta 	 NA	NA	NA	9447	NA	NA	NA	9446	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Leontopithecus chrysopygus 	 NA	NA	NA	58710	NA	NA	NA	30587	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Leontopithecus rosalia 	 NA	NA	NA	30588	NA	NA	NA	30587	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lepilemur dorsalis 	 NA	NA	NA	78583	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lepilemur edwardsi 	 NA	NA	NA	122230	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lepilemur leucopus 	 NA	NA	NA	100475	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lepilemur mustelinus 	 NA	NA	NA	9453	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lepilemur ruficaudatus 	 NA	NA	NA	78866	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lepilemur septentrionalis 	 NA	NA	NA	78584	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Lophocebus albigena 	 NA	NA	NA	75567	NA	NA	NA	75565	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Loris tardigradus 	 NA	NA	NA	9468	NA	NA	NA	9467	NA	NA	NA	9461	NA	NA	376916	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca arctoides 	 NA	NA	NA	9540	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca assamensis 	 NA	NA	NA	9551	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca cyclopis 	 NA	NA	NA	78449	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca fascicularis 	 NA	NA	NA	9541	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca fuscata 	 NA	NA	NA	9542	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca maura 	 NA	NA	NA	90383	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca mulatta 	 NA	NA	NA	9544	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca nemestrina 	 NA	NA	NA	9545	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca nigra 	 NA	NA	NA	54600	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca ochreata 	 NA	NA	NA	90385	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca radiata 	 NA	NA	NA	9548	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca silenus 	 NA	NA	NA	54601	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca sinica 	 NA	NA	NA	9552	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca sylvanus 	 NA	NA	NA	9546	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca thibetana 	 NA	NA	NA	54602	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Macaca tonkeana 	 NA	NA	NA	40843	NA	NA	NA	9539	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Mandrillus leucophaeus 	 NA	NA	NA	9568	NA	NA	NA	9567	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Mandrillus sphinx 	 NA	NA	NA	9561	NA	NA	NA	9567	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Microcebus coquereli 	 NA	NA	NA	47180	NA	NA	NA	83691	NA	NA	NA	30615	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Microcebus murinus 	 NA	NA	NA	30608	NA	NA	NA	13149	NA	NA	NA	30615	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Microcebus rufus 	 NA	NA	NA	122232	NA	NA	NA	13149	NA	NA	NA	30615	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
Miopithecus talapoin 	 NA	NA	NA	36231	NA	NA	NA	36230	NA	NA	9528	9527	314294	9526	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759 
