# BEAST v1.7.5
# Generated Fri Feb 28 17:28:00 CET 2014 [seed=1393604879633]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	388373.treeModel.rootHeight	388373.kappa	388373.frequencies1	388373.frequencies2	388373.frequencies3	388373.frequencies4	388373.clock.rate	388373.treeLikelihood
5580000	11.425815216662151	1.2673144967759706E-27	-384.36009482365887	119.25470595397726	109.7033621320482	-494.06345695570707	5.371041652414475E-4	0.001454548159359661	0.001758951000658542	0.001438176706498071	6.291608946887955E-4	6.529795719698145E-4	2.2068605048963772E-4	0.0030525839968543493	1.0164766064737832E27	0.7214402349637873	0.0013049118395341384	4.572386043094883	0.25446373794581434	0.17024993985447096	0.16579200351058943	0.40949431868912317	10.732947148614725	-494.06345695570707
5610000	-3.9094581573656124	1.5238304405417665E-23	-460.79997073194994	102.44088952673242	33.880651211431584	-494.68062194338154	0.9275110602445786	5.040087638835608	9.214975755151432	5.9676997427673175	1.6768883104852554	2.2733056443921154	2.6525564092689766	0.9817924071500178	1.3035537671365188E22	0.7704231788402434	3.6320563671518076	3.1827909848180354	0.2652876206950986	0.1533736316581328	0.19460026558171795	0.38673848206504857	0.006597272197336206	-494.68062194338154
5640000	-4.0203943566055145	1.5472559020318534E-24	-439.408403494754	107.15851123196413	55.61152671939257	-495.0199302141466	0.10433757735456575	0.1405475655625286	0.3444935968406891	0.4891211237908573	0.29917004077398507	0.09586321673091325	0.2823452298746229	0.22819521900168271	5.288966964013921E23	0.273259930343713	1.2922409847754088	1.9450782156607673	0.2817582635617135	0.1855604334854232	0.12256173795000196	0.4101195650028593	0.016392349176520268	-495.0199302141466
5670000	6.593796231445536	9.026901616315538E-25	-405.0001905899802	108.26431248853555	90.11089238974787	-495.1110829797281	0.003807624215010978	0.02891516671039728	0.024665640477411155	0.010104911396115685	0.005065599206383778	0.004939966054526211	0.007098847277311536	0.008390706542045852	5.9755277450916906E23	0.2987032431277641	0.013599213206404897	0.829103558743816	0.2543755795083743	0.1826401177533599	0.1880792824212993	0.37490502031696443	0.9490225972379263	-495.1110829797281
5700000	-44.694543647233864	1.873224829014949E-13	-670.1588338823647	55.72862933378014	-175.38351136799272	-494.7753225143719	8.518551530846069E8	2.4803121327602496E9	6.018906711679211E9	2.7631003790975885E9	1.2474384209733405E9	1.7450297560788512E9	1.4118388745973365E9	3.449436586565711E9	3.9742223913565557E12	0.582336373687308	2.5151097178834305E9	2.2389161381071463	0.28005377311972524	0.17947633145335756	0.18158681623996362	0.3588830791869515	1.2467342731048597E-11	-494.7753225143719
5730000	-19.490991782566013	8.253445203458908E-19	-539.6490949148945	80.44401844451963	-46.043218462583624	-493.6058764523109	1630.8172367976038	11766.425598555845	12315.817217925682	7173.407731959614	2473.7557188498326	6455.740895186215	3819.856230115386	1202.086580741009	1.09104589868498816E18	0.46822362058472833	6948.788738806738	3.481564695378748	0.31329663434699334	0.14288121848393673	0.16546909153781061	0.37835305563125715	2.1101151953150138E-6	-493.6058764523109
5760000	-0.5697507857126451	1.472687517570274E-22	-448.2474550885916	98.14686157510606	48.58435475943395	-496.83180984802556	0.23176981840220093	1.2395942828564288	0.6228577583105017	0.44789288953313894	0.200874646029854	0.5939285418299637	0.4322054594558911	0.3852887278489389	4.741392454909487E21	0.0651275039009301	0.6062438573602914	4.504997008724646	0.27049161669418087	0.22168979264136424	0.13982733024628857	0.3679912604181641	0.018115859151052575	-496.83180984802556
5790000	1.7415709214721025	1.5224527282013022E-23	-415.5580115369424	102.28071245427512	80.03951276742868	-495.59752430437106	0.010719896752111052	0.03449195911809626	0.0365893418313336	0.07238427653257658	0.01707564576049724	0.02797263581818512	0.012350190166680384	0.02720576043538513	1.082630318437622E21	0.9873553258919028	0.17944361811682336	1.0294136608843771	0.30358886483811864	0.1541360007853835	0.164936681569912	0.37733845280658357	0.11791569731740635	-495.59752430437106
5820000	1.0741308357009305	1.851603959397502E-22	-436.73238053814936	97.27731897450855	57.13043193204366	-493.86281247019303	0.06369198807887332	0.25622188319307604	0.5535609004822556	0.25248673365991353	0.09295175078064927	0.23350665026904804	0.1267538108103079	0.1270510958866879	3.2476195894188373E21	0.6331949611798832	0.2926934337227414	2.226833410018914	0.2901867988212276	0.19437705869580116	0.14984300907299822	0.36559313340997074	0.04064837661517481	-493.86281247019303
5850000	9.380201668921748	6.548130602159059E-24	-397.7612887940179	102.7560120514221	99.49318752460348	-497.2544763186214	8.354230624601375E-4	0.0012922465032676265	0.0029387110994295368	0.0030617597486483137	0.004139308746295853	0.0018742919617633703	0.0020507246544890128	0.0018611625339987159	1.976174203258655E22	0.23194266145894943	0.003041296489939648	1.850531701452566	0.2132786816552894	0.17111598301120712	0.18267062163541492	0.4329347136980864	5.213548038659574	-497.2544763186214
5880000	5.374477788617449	3.408852821854769E-23	-420.6434309397304	100.77727696928469	71.98062082354153	-492.62405176327195	0.018632669037881192	0.036698786048971095	0.02257351651012277	0.057836208822589184	0.023980227914339673	0.006479370250026342	0.012625361307954264	0.001558368593146051	1.0898641099854975E22	0.23625742524098944	0.027509197821203906	3.4724190414595726	0.2811379504385754	0.17278327310911826	0.16859988619499933	0.3774788902573048	0.7681526637709924	-492.62405176327195
5910000	-23.79742195518019	1.3802788831903404E-17	-557.448805135088	75.18617188856096	-62.294622299192774	-495.15418283589526	11986.303159901563	32454.689021381768	54433.98495956715	29301.362978963465	11009.698430328102	9457.346714283272	27518.396588340358	9340.195025493753	4.2874675056180992E16	0.042548431138438564	61147.59177717243	5.6507834555808225	0.2615952740472458	0.18700480435147915	0.14020917981489525	0.4111907417863776	3.6426840638280485E-7	-495.15418283589526
5940000	12.044112840003454	4.60418521361542E-25	-384.2411412644503	109.24287069965943	112.25114928225605	-496.49229054670633	2.9725000720909296E-4	0.0022376423918390193	9.31146913712222E-4	6.064441963895966E-4	3.3146063450644354E-4	9.025476948462578E-4	9.447978831820753E-5	7.03250012710461E-5	1.0123644059785618E24	0.7201279227332817	0.0013661846531738213	0.705433065188934	0.29421623073157743	0.14740932860339165	0.1938460116991826	0.36452842896584614	15.810929993129369	-496.49229054670633
5970000	0.7198816668264354	6.986032096190561E-22	-452.42533303865565	94.00121398320013	42.36187155091974	-494.78720458957537	0.1825417422993236	0.7616957795565837	0.5506800133765233	1.9488416303052107	0.16072711394104874	0.10124950536421565	0.8283492651689892	0.8103742786680845	1.8444248263004636E21	0.4767844240644375	0.3183200762109691	1.6295700503203092	0.2328531384846915	0.1912373550065933	0.19101263178080535	0.3848968747279078	0.0530818159354271	-494.78720458957537
6000000	-3.552395997286078	4.17878366384655E-21	-464.7522351542791	90.95694753004412	30.544070251374542	-495.29630540565364	0.9676535757942599	3.799123793201478	2.0829102676920037	3.593062556820115	2.343202404890162	1.4141527647309433	1.2603116122256453	2.016742470655119	3.4169338801110077E20	0.1398506639945553	1.5310041957246507	4.782394004796964	0.2737178999948522	0.16920404034392456	0.13992677075477333	0.4171512889064479	0.011212705506154963	-495.29630540565364
6030000	4.475581579082962	3.2460640210671487E-23	-423.11198956035116	99.88639871186335	70.38973858015837	-493.5017281405095	0.019305533576328825	0.11830027034918901	0.03790925151919004	0.018591960753630746	0.03470151813491357	0.020985561825130485	0.04905491499317842	0.015412681127624651	3.444846377678448E22	0.6235163560829218	0.04603639957698507	1.0044186137539983	0.31157564331999116	0.17838284164373233	0.16407410918531143	0.345967405850963	0.4121682826604465	-493.5017281405095
6060000	-26.047831790447017	2.298149561280157E-17	-565.7258879597915	74.0247961093285	-68.94689379071843	-496.7789941690731	16482.978839564956	104871.04520692915	18507.62750424419	99317.09891595865	34194.21343545449	56463.78013169321	51538.66183793686	35019.98040980894	1.3228164504725632E16	0.5636404222540211	134672.2736410409	0.7727818996851965	0.32181043756000877	0.1728775495070982	0.12914698370492228	0.3761650292279686	9.018782621085884E-8	-496.7789941690731
6090000	6.849001229239729	2.525773916530947E-23	-407.15819334236403	101.47623339413762	88.29815325717757	-495.45634659954163	0.0037653076752407802	0.0170073908426429	0.010457807669144819	0.009553048766563578	0.009828694384860703	0.0023597036391590806	0.0028009450676469475	0.008948193770673386	1.1385486898000936E22	0.6674645335393176	0.02144284728237929	2.5662662928297713	0.2777174120635202	0.1751853694366949	0.1469404672001754	0.40015675129960737	1.2790419543211378	-495.45634659954163
6120000	-16.85525470536197	3.3847295869615275E-17	-534.3195331873765	72.89656930418404	-40.53181364098995	-493.7877195463865	1069.6469859814963	3567.0194392493263	4682.207678315739	7661.96025185862	1735.139012137312	1055.5539334035834	84.86186516144338	1799.3395676158611	1.8641292150635715E15	0.8658472686897529	1543.4533768720582	4.748308745701758	0.2972940025179912	0.15940397936238881	0.16127415637540737	0.38202786174421044	7.299312268840456E-6	-493.7877195463865
6150000	-2.4766305442232595	5.0322965099397155E-21	-454.6851275235661	90.85233772496555	42.26850735429542	-496.95363487786153	0.22107110832929006	1.424211357555281	1.580401604250976	1.3214716772333928	0.18312315707521276	0.10119948827278263	0.5748473320409673	0.14824353293172868	9.380997439814604E19	0.01418819541254808	1.1929281804405125	1.3202315034215568	0.29929037021280125	0.16548408672561657	0.2113831319171626	0.3238424111444174	0.017712549884168583	-496.95363487786153
6180000	-60.98238703457612	2.5418336202103846E-8	-760.1273311134305	32.47871792559788	-262.8448870942322	-497.2824440191983	4.833266131374188E12	1.0448180662684531E13	2.1869089155338637E13	1.9539464749281117E13	8.095430774797276E12	2.1245936639034714E12	2.548063135638488E13	3.819047130934892E12	3.8195773387514986E7	0.16899073149301413	7.248830287284093E12	0.3167126291185173	0.2801055996378595	0.15611811612065216	0.1681497407523078	0.3956265434891783	2.5832223259754776E-15	-497.2824440191983
6210000	2.2627176587055695	5.541655464183957E-22	-435.75767477627744	94.70183803409581	59.969642425393175	-495.7273172016706	0.045256199088476334	0.33047618281208646	0.1488267096163684	0.22161588850941966	0.09589897452961299	0.07084901876836731	0.0848650488977445	0.054037763460287436	1.0471645790116225E21	0.7494648196961866	0.19407263270008435	4.852547161511311	0.29223902491346593	0.16704364832988602	0.19118104374815498	0.3495362830084907	0.10539367718086498	-495.7273172016706
6240000	-12.189532332391773	7.85351542719602E-18	-526.3656582950601	75.21629011087964	-30.421606490904217	-495.9440518041559	166.12353347051402	1628.503504019502	617.768706828977	481.69107162635305	185.2003195358006	79.34250914284125	88.45585433456138	1391.5565791337062	1.5150960457189552E17	0.5629263417102937	230.22540197765912	3.32755574449769	0.3180693262228864	0.14014764725596937	0.171355291713821	0.3704277348073209	1.1682141600211021E-4	-495.9440518041559
6270000	-27.529511811806387	1.4437549209063332E-14	-575.2324266605224	60.89143722141352	-81.05835798146934	-494.174068679053	33163.564071358254	60595.51114213057	90093.55083027264	90463.31811234016	47968.61507567032	62581.45037619726	99779.46490033304	223698.5166472463	4.769030229938245E12	0.9541408216984439	360589.696902261	2.846872531959944	0.27241959112864383	0.15631099112599905	0.15597145663117806	0.4152979611141767	3.394523022214661E-8	-494.174068679053
6300000	-13.181884372984083	2.7568034058633E-16	-520.5557311510903	68.83986442595392	-23.139666575204807	-497.41606457588546	155.48019756525423	556.2680977172093	491.33334953295684	564.0477615875812	44.901467938166846	163.06886371778097	267.5281234809685	488.55111372849825	4.382424858836391E14	0.9173778069401568	338.828374815957	4.440482812081062	0.2635150274065078	0.2145860091565768	0.17156292079293994	0.350336042643973	2.4145036189934086E-5	-497.41606457588546
6330000	-12.560586353009072	2.2990466774233584E-17	-509.9059849638063	74.12191459175253	-15.592901890966072	-494.31308307284024	43.273617909191216	410.3241481174903	63.158262983976854	335.44945396132425	31.56554486081054	79.76177350466142	93.28024084326957	129.85865064726877	2.0171512605641476E16	0.4171959620136198	228.5840452923595	1.5641135278655547	0.27844539203043817	0.18492834426385915	0.17957066144200293	0.3570556022636973	4.209771911924133E-5	-494.31308307284024
6360000	-18.240637717034137	3.7481904580083613E-16	-546.4302127350459	68.52681837344745	-51.201206255986534	-495.22900647905936	2651.7860280938457	10466.72151025638	14332.896057638216	20791.058684546882	2435.9554577444037	3504.628453295065	3412.9929345965415	5172.725224634087	1.5976168785015882E15	0.43660678543293824	2684.956911660808	1.0920689260814338	0.24491054429499648	0.20818172304983518	0.1528116784604946	0.3940960541946713	6.661223161252544E-6	-495.22900647905936
6390000	13.108779882307338	6.739321462871266E-22	-387.59103943696226	95.03839208420295	107.71411926412094	-495.3051587010832	2.7392847507539357E-4	5.330308027942043E-4	6.9457826379701E-4	6.292567779209576E-4	2.884471845101767E-4	5.625968931989449E-4	4.605636070417823E-4	3.323152113338199E-4	8.617573174944959E20	0.07913077309374322	5.475373487945561E-4	4.524104991170027	0.3091642456306757	0.14191177028360966	0.15683115918307283	0.39209282490263925	18.45094249906004	-495.3051587010832
6420000	-2.356350894858041	1.2017960993540381E-17	-462.95867568480554	75.17437281273426	30.902240660870618	-493.8609163456762	0.4942168824221193	0.9348405702129746	1.4267760436861279	1.8489965848614633	1.69269148972303	0.43571287404660813	1.26815387810373	0.4742596068218932	2.0510758559790104E16	0.525611738018882	1.1415399322339423	2.1029076687465094	0.23996512842566584	0.17825069965414034	0.18100542766201297	0.4007787442581782	0.01307620275519462	-493.8609163456762
6450000	3.641840593497045	2.3879601404418715E-19	-429.140078571295	81.21300482282246	65.17006675962807	-494.3101453309231	0.009177053780568331	0.04838986307984903	0.04506286333597448	0.07224719033296216	0.0412020307215109	0.014074528378186667	0.03509880949264339	0.014133889142116947	3.7022636738470682E17	0.27336601515425735	0.06368971096613223	1.6975252998744996	0.3006380214292628	0.20726759980108206	0.14185315358714232	0.3502412251825103	0.20264648851591113	-494.3101453309231
6480000	9.552997313436286	1.8536675914774264E-19	-407.4657857516173	83.6747654118762	88.04538504765823	-495.51117079927553	4.908750951996672E-4	0.0021312304510905816	0.0013532130351540936	1.603247672470566E-4	0.004142528092872417	6.030033903914257E-4	1.9891490451092868E-4	8.231748876724739E-4	1.55183061231266918E18	0.6536333775838181	0.003088932383934504	4.767762202155882	0.29652078815081645	0.141346222648367	0.1410408036971035	0.4210921855037105	4.158159079219463	-495.51117079927553
6510000	7.406712619877841	5.583371018747113E-19	-421.99618655664625	81.11451038061703	70.53083711759484	-492.5270236742411	0.00899070676100698	0.03215298675731765	0.06963485898898242	0.04467693402135975	0.007970601933408239	0.006476774191148286	0.022489117646211188	0.008264718173493892	1.31253756036823328E17	0.8442132936307482	0.009132346763248127	3.9327526452784625	0.27570356227798704	0.18252071441922274	0.159435973346705	0.3823397499560827	2.103076747795817	-492.5270236742411
6540000	6.8464246802216095	2.2020840930209425E-20	-428.1318422579722	88.12839426208316	66.14826195684674	-494.28010421481895	0.021715290244492022	0.06043576553063875	0.10371968365779591	0.05138599117063106	0.007346972120102576	0.015177156446479767	0.029215656162405228	0.007220113569362018	3.1613324199290196E19	0.09698800302669279	0.009964725529893713	3.5535030074895877	0.3142189917799632	0.13860014610877192	0.16783434942843345	0.37934651268282893	2.135925820153843	-494.28010421481895
6570000	8.987360601726843	1.4195971419777547E-20	-391.2383580302725	88.99133856824675	102.81659447197333	-494.0549525022458	1.9590966106436977E-4	6.276443901810694E-4	5.823188055280093E-4	4.787288653141502E-4	3.4904993004133267E-4	7.71655135998988E-4	6.653478820265108E-4	4.424169299985279E-4	4.601150102634196E19	0.0813246005354626	0.0031625413194837928	3.349842002674415	0.25793903996067086	0.16009119477492675	0.16656514138302916	0.4154046238813708	7.461066108503946	-494.0549525022458
6600000	-8.344926964545271	5.530754551476803E-17	-483.3618205503077	72.37117524691969	9.08071393433827	-492.442534484646	2.814449901720828	20.181626582968327	7.934852962398191	8.713963203607827	6.333096032525122	6.544307940488717	13.093074029865432	4.011825455806464	1.5897900933582766E16	0.23500751634540026	24.304359275045215	1.3108307064597096	0.2969423025469566	0.18036389413774961	0.15797573738324053	0.3647180659320508	6.914175834509916E-4	-492.442534484646
6630000	5.877430872512269	2.9775031256454515E-21	-419.0507460520656	90.92519646087968	75.51247610277264	-494.56322215483823	0.0064489752006734544	0.03711645329598218	0.019258210485039597	0.02338788573756628	0.012467148693946103	0.013924117356542615	0.006650522177432223	0.01774034723422973	5.625128054996435E20	0.3239324680208563	0.024858667164367274	2.0073784925667275	0.3154205409268326	0.20312076346288105	0.13217365874225231	0.34928503686803153	0.8450873435155993	-494.56322215483823
6660000	-17.417750681197738	9.079200315031628E-16	-541.0396326187367	66.84142135289308	-44.69133960010754	-496.3482930186292	979.4637335305637	1164.1376316944836	7654.740823245652	3906.7894232213102	723.3602368136947	1676.0215091840828	419.75412607787956	1161.330474602322	6.862965704608968E14	0.21548553857210076	3160.0556401897647	1.7518160082865943	0.2800159327833879	0.17216030363419882	0.18555731104249898	0.36226645253991174	1.16419723050232E-5	-496.3482930186292
6690000	-1.4964743319984508	3.6322709788129074E-19	-461.6823047612742	82.42550258822364	36.9283446809249	-498.61064944219913	0.36997194555650625	1.5867421217071682	1.993154739479946	1.7282570702575843	0.42028119598455066	0.2051763039327736	0.14770831878125631	0.1850015675311696	2.3840501177703997E18	0.2407953797495121	0.8464636415069132	3.164203187978582	0.33257043285907495	0.1321273940234259	0.16146851818442481	0.37383365493307175	0.008075006219729867	-498.61064944219913
6720000	3.814451293049394	1.5084081312934083E-19	-433.27753058900646	83.52795511502555	61.78872846197971	-495.06625905098616	0.016414910204236362	0.04588902056598654	0.057800993393245584	0.033036289117222	0.06780453878716049	0.04869718570166128	0.01657833906937541	0.006496702402170106	6.8763363394869596E18	0.5174738919376949	0.03910739546099684	2.9936681178755373	0.26680782922337815	0.1547786889930243	0.16101714913722384	0.41739633264637105	0.7499910952241947	-495.06625905098616
6750000	-0.6097836555307876	2.801469778082939E-19	-434.9007798206037	82.6327551399722	57.294558943748264	-492.19533876435196	0.03180447442688373	0.17224847423623682	0.06292681099443115	0.10190984018415901	0.048410979933646715	0.019386666197606692	0.04446171382733766	0.04290033113484895	1.32774959045281434E18	0.08064240652033174	0.23808219702203737	1.9075687751083337	0.2882051114937741	0.17590526986730992	0.15220192560306808	0.38368769303584527	0.08317680546265184	-492.19533876435196
6780000	4.725713318028069	2.0159358161793136E-20	-420.8442084866007	88.20247608599246	74.25507373347327	-495.0992822200739	0.006545432303670316	0.015370138992110377	0.02458531633215257	0.014507775305998135	0.009117264462252106	0.0030317428463868326	0.026308633851447525	0.0011573942159816284	2.335824016911474E19	0.4245982100738556	0.03186437924648934	1.9924226707650126	0.24420678663106934	0.20593643800011366	0.19791568138874194	0.3519410939800725	0.5552371185876678	-495.0992822200739
6810000	-3.9053744467360323	1.2891686496074505E-18	-468.71769549720875	78.72531397531044	29.76377157023431	-498.4814670674431	0.9606333955597681	3.125255154498004	2.792894455902704	2.6539107744283186	1.8939381536961708	2.4016946572477127	0.8220299379074487	0.47631693960766686	4.236380461940768E16	0.7655262610782514	2.3270046677298195	1.2600721315380412	0.2976101255520968	0.13437336891112878	0.14937697908870215	0.4186395264480697	0.0030386508250412935	-498.4814670674431
6840000	1.4371935389875041	3.216463643222307E-20	-446.80459325244374	87.31026303836487	49.06692952267477	-495.87152277511854	0.06634804945994523	0.11125359722422365	0.024651673099586723	0.22222691505020734	0.07368384785057629	0.2875433524148669	0.20555300486729247	0.16913659263208145	1.7955979297751024E19	0.10940955003043787	0.14893788020877022	3.0299205713538493	0.3251865814781706	0.17898940463548954	0.1501050495498922	0.34571896433644506	0.05761715143640694	-495.87152277511854
6870000	6.839035452650747	3.590550569527508E-20	-409.9136319687986	86.64805826673307	87.59187351874215	-497.50550548754074	9.906629116702523E-4	0.004776317785912033	0.006603638296531621	0.005443042589651764	0.007002141416734275	7.699735760887498E-4	0.0016865467820081073	0.0029317636672533897	8.9058062284515674E17	0.9398212908829515	0.011575463932931771	3.0965553535861283	0.2284727197332333	0.19642747097523863	0.2133619457340033	0.36173786355752213	1.1792317775220307	-497.50550548754074
6900000	-20.631785713624428	1.503379735940214E-14	-551.5837570625296	60.649377846379664	-56.429969352399226	-495.1537877101303	1927.5469400841152	7115.1847115875225	2989.22678055063	9303.423472797012	6953.258302151245	4293.358262903137	10504.473558688054	1372.620182887551	4.586973472906942E13	0.6539948135080527	10400.544944914132	1.2361626717092618	0.2777693434300894	0.21186319131890832	0.1666367880750931	0.34373067717590644	1.2129514865614844E-6	-495.1537877101303
6930000	8.427396002288482	7.771326856978814E-22	-402.3518240032186	92.3480328344899	90.92522418570663	-493.2770481889252	0.0012612494778103127	0.001312093847744335	0.0052791661765428455	0.005472478851249774	0.0027314628613697494	0.002567516929162966	0.00658547047756344	0.0015168563514489613	4.643179587954951E19	0.6519064559104595	0.006285919381994783	1.9867916905217642	0.2761122747432966	0.16771893252494158	0.14266472649395676	0.41350406623780245	3.216520715386555	-493.2770481889252
6960000	-27.07497987124152	3.697139286727459E-15	-574.5613172634828	63.729402012712384	-81.74489582942616	-492.8164214340566	33815.441085264785	167008.62639580376	83492.00146897683	247531.34664494093	106474.31536687448	22511.523263098792	49954.892127983316	97234.88919019632	3.919267436109554E14	0.0034565201087737754	323158.2897104458	3.4093931602692455	0.2675321188218834	0.17108169583687713	0.15574788063381875	0.40563830470741824	6.102516739548298E-8	-492.8164214340566
6990000	-11.996570261872979	3.572488124523711E-18	-498.57109838061166	77.08592139779299	-3.0466607440816986	-495.52443763652997	17.780947438648106	27.471749858760372	33.67615211965425	43.640790725898995	58.674635730906616	28.704422055839366	24.17784415894643	34.820292800273265	7.1491384277802576E16	0.07060067243805677	129.21874136854862	3.6347640855077197	0.33686418491850084	0.16508608545333514	0.13828616609997899	0.3597635635281825	8.795003327829879E-5	-495.52443763652997
7020000	5.971850020721399	9.729092965319255E-22	-411.43128020238817	92.99701545460967	83.72455802127179	-495.15583822365994	0.0010616884272721776	0.00395334445733995	0.004520208357671634	0.0018398090942325714	0.005561152913026863	0.005927504006829572	5.351849481553279E-4	0.007559922343507221	7.889216634296735E20	0.7696726488703287	0.018337379669863547	1.4052152991938507	0.3015860446121803	0.13991468088876863	0.14308835226206695	0.4154109222369816	1.0460576852532484	-495.15583822365994
7050000	5.50069486613774	1.2364059310272113E-21	-415.5071339594954	93.81525441251333	78.25912385054008	-493.7662578100354	0.004992982661769491	0.011293474655493576	0.010018460813967555	0.017463755670071617	0.02638421697008455	0.015184373996064308	0.010810631727071526	0.014065924491204201	4.506916766241872E20	0.36102657789748205	0.025245509692871697	0.9287565531337375	0.30293295091858463	0.16739982818241858	0.17672784351917833	0.35293937737981607	0.8326435246283564	-493.7662578100354
7080000	-21.83863599902245	5.471297038080352E-17	-555.4248063534765	72.17653259229864	-61.68344090666569	-493.74136544681073	11364.565852904863	25835.711000576535	54750.57419971751	84768.76411191552	8996.1850983315	8499.708247548553	31817.187114662654	16709.245936002117	1.7451019376327225E15	0.8723100704386073	24274.83425809704	3.2341851980385394	0.30216292549249596	0.19593044915240193	0.14497524009320317	0.3569313852618965	4.920862794554028E-7	-493.74136544681073
7110000	-2.193501578258731	1.8530378267649676E-21	-457.50531764268965	91.61761053427259	36.86613489477375	-494.3714525374634	0.6517613660511441	3.4267785025169903	2.5303908068949577	1.4876204241274285	1.3241765141236062	0.6619354381290461	2.483874719225527	0.7004639970120939	6.087944930167781E19	0.4082344245161355	0.8693226875927973	1.5469689934241346	0.27860441828629817	0.16198303417760845	0.1348839992011461	0.42452854833494474	0.019012894116550667	-494.3714525374634
7140000	3.6136524752322385	7.185304235788387E-23	-435.07472285248514	99.0526127471382	58.36000839055966	-493.4347312430448	0.06694442653918051	0.2665149270577268	0.44389408332971386	0.05831238106895595	0.1063656521015262	0.038243778872975455	0.11883244567014445	0.20485985706338575	5.103681847185929E21	0.797834218017348	0.020435537129902953	2.3767931451047666	0.29775197420985516	0.18671526904660637	0.18112618722211957	0.3344065695214164	0.7021492030638969	-493.4347312430448
7170000	-57.95712079040757	1.3435081185841069E-11	-731.8046019262987	45.95977202528543	-232.86175484702983	-498.94284707926886	1.8148130974545477E11	5.2974128092091486E11	1.995383610967885E12	4.52573512686214E11	5.744368675626584E11	8.024171639655144E11	3.340318204872725E11	1.87810795222044E11	2.8515718065345062E10	0.9099821863923604	1.6360587145010562E12	0.8521246117125956	0.3312179752428128	0.1446656242097236	0.20562425758469674	0.3184921429627642	1.3501911013201645E-14	-498.94284707926886
7200000	-63.19530055063204	7.743790110658172E-11	-755.857391296967	43.69193917820924	-261.30748057271484	-494.54991072425213	5.744055786390032E12	1.3751040273215996E13	2.1179455252568594E13	2.4597288899778094E13	1.5368500840814229E13	1.5837186724127623E13	1.58285429781287E13	1.2899859314993055E13	6.53685535376266E9	0.7100309874480465	2.509570728404411E13	3.4642351315837967	0.31025353383558085	0.19139433217608304	0.14694162364451716	0.3514105103438164	1.0862883559017318E-15	-494.54991072425213
7230000	-16.268095670688517	1.8985322516808586E-20	-525.0600939508347	88.20507387207654	-28.86757015763797	-496.19252379319676	425.1568621500171	2130.671003640723	1074.3671518930344	5004.636434015045	1395.752085377164	178.45644963751937	424.471992620665	53.606154183345026	1.3597306822128095E19	0.7370731796326404	1583.3767162337329	1.0790689909560214	0.3191033845055694	0.1574595746247109	0.12085659665579372	0.40258044421392347	8.755287767642956E-6	-496.19252379319676
7260000	-2.0706083376830215	2.927945666434178E-24	-463.63258885162304	104.07176274026733	37.08869527300423	-500.7212841246273	0.9675151538656421	6.227739339206449	2.909300031591983	3.104387796908313	1.5858280607874617	0.6371147661481912	0.5784875313239662	2.9060948703622027	7.47016066693381E23	0.27696175399820605	0.4313550040254601	1.4553330174609098	0.25794841574888155	0.1919435902992892	0.11333968140308455	0.4367683125487424	0.01974295203324262	-500.7212841246273
7290000	5.062775600371406	8.991003817073604E-27	-413.64027041217105	117.35901108082109	81.60215361166826	-495.2424240238393	0.01076415283327519	0.006421112869015827	0.03097929915935724	0.021805183561861747	0.052459738470800335	0.006287164990022092	0.01388255578947598	0.026780837852536363	4.9733615404685E25	0.16794718418637888	0.025629573218721453	4.182156912155411	0.23732462126298237	0.18548486724850893	0.19613424320395342	0.381056268284553	0.7605473884120674	-495.2424240238393
7320000	-1.8814052446940288	2.124734345838735E-27	-441.32088493094227	119.68075184755273	52.00118812558881	-493.3220730565311	0.36881447525317523	0.5204042369865697	1.3582476978997646	1.7715879293902583	0.5171586692793695	0.17098383961681052	0.7551838610553355	2.7154087625734853	6.352900731504981E25	0.606161768797808	0.9590899456699341	1.9307730646947872	0.26115916647543835	0.18046143199077755	0.16975680031455057	0.38862260121923126	0.023051578505927657	-493.3220730565311
7350000	7.215838079279083	1.3837505559567596E-29	-399.67271816107336	130.51060077826992	94.1980493599979	-493.87076752107123	0.008440948937110535	0.06198844655524782	0.04639053333185837	0.043960078672217635	0.011676640610373401	0.00173312995716709	0.005499321459499865	0.007315841014443324	6.289471779395043E28	0.0715177711150045	0.011781722163320395	1.4471422094219808	0.2811194381675399	0.16865204785159965	0.13530647714232247	0.4149220368385356	1.1559346990326194	-493.87076752107123
7380000	-7.491041590497427	3.5662594990270714E-26	-460.364262637859	114.52336109250078	34.01945872514388	-494.38372136300285	2.6118682597857115	8.250757882807397	11.319929756130993	8.80355095047711	6.675440417259539	1.3665572360408684	2.3971413622120714	8.667834971918591	6.390194819369715E24	0.6451543552413712	19.815355522522083	3.062358550923618	0.2978657123640348	0.1478627076678826	0.19304565468645085	0.3612259252816294	0.0012156810622751682	-494.38372136300285
