# BEAST v1.7.5
# Generated Fri Feb 28 17:28:00 CET 2014 [seed=1393604879633]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	388373.treeModel.rootHeight	388373.kappa	388373.frequencies1	388373.frequencies2	388373.frequencies3	388373.frequencies4	388373.clock.rate	388373.treeLikelihood
330000	5.124802235692456	0.0015772077505850502	-453.35090537342415	10.878630738623087	41.50464679284407	-494.85555216626824	0.002484837994945003	0.009491519076159149	0.005451761871179444	0.01266185013880047	0.01434541455488697	0.0055526368522505875	0.01371480127666483	0.005345222053397286	94.58770813244388	0.8658713186595851	0.04097443130203953	0.9929366799542724	0.26389248426797063	0.20545467269355702	0.14677660722515823	0.38387623581331426	0.5906665611182984	-494.85555216626824
360000	-41.637486297651876	2.1466329493226674E8	-690.5502913435697	-41.130406794586	-195.5895274221458	-494.9607639214239	2.2208016361109283E7	4.251634434221717E7	7.65878643474282E7	9.574216482546602E7	1.2215188422114955E8	8.114137338362718E7	1.2226502609820695E8	4.172191589749872E7	2.4354583222141567E-9	0.09323452539362705	7.691231853697855E8	2.73093405994854	0.33381359863056903	0.14055914493479457	0.16946791428859662	0.35615934214603984	1.6125614717344134E-11	-494.9607639214239
390000	7.391401773841322	0.0014883846797231054	-444.42740691320137	10.802111568244758	48.713055362770774	-493.14046227597214	0.0011498613445067199	0.011307045834014892	0.0033698793387908553	0.0025018308443360013	0.00328537935830776	0.003956451010699698	0.0018684893530596255	0.0016831804503408608	251.4981414969545	0.5896496301160796	0.011099461527543951	2.6071023312199912	0.25094343606275926	0.18753108176790503	0.17623245637365056	0.38529302579568525	1.510282397598971	-493.14046227597214
420000	3.5197851812644974	4.905498214679417	-468.73954917754577	-5.73490529108063	24.804919959782683	-493.54446913732846	0.01947932524497245	0.08431954179518945	0.03311303201666466	0.10657245955967633	0.051016121093570434	0.022972463005831053	0.03791790036381602	0.04918706688048271	0.013844110421237366	0.9154144678622552	4.9648529610705285	1.0854898711234127	0.29684918791382076	0.18493312420023805	0.178883784253248	0.3393339036326933	0.003319455246888575	-493.54446913732846
450000	9.45649436439117	2.4530681164985495E-4	-439.3444416695156	13.838507459331302	56.10039916640673	-495.4448408359223	5.189493954333567E-4	0.0025283715111268155	0.0019448690189160477	8.111383377426389E-4	4.0663033282915644E-4	0.0043013124355341095	5.428646186364929E-4	0.0010730737214029245	1995.8561402678636	0.3932288076152637	0.003869060423977823	4.174932437682612	0.292299746003599	0.2044457099609051	0.1688118048981203	0.3344427391373757	2.6581597245633906	-495.4448408359223
480000	-23.101018432058886	103401.56367349668	-612.7827972066868	-26.57854274672197	-118.27516739522208	-494.50762981146477	27202.174098064614	44688.66838607488	129624.5094565249	144423.15669078293	51338.304213892225	48348.6620523374	65679.79048545247	19447.740139895708	2.9876670552782294E-6	0.8685881341619549	120586.41697362819	1.5290062025428999	0.2996846872709015	0.14432101009804013	0.16677281354502627	0.3892214890860323	1.362021287830642E-7	-494.50762981146477
510000	-23.665944942176033	473.41960911068844	-590.7443194567522	-16.253167067612317	-92.97343626838013	-497.77088318837207	3221.0238976201513	10919.677088553433	14978.433687336648	9158.819454807446	8736.341908404775	2707.275721551753	10338.225462221675	2946.92883186297	8.8318085610308E-6	0.9785943463925867	31969.948414140905	1.3645339668404635	0.2874700462258039	0.13557112858844475	0.13068685635691912	0.4462719688288326	3.6191551188448945E-7	-497.77088318837207
540000	-47.262796947774845	1.0094600552211513E8	-708.9490703069796	-40.46313378219185	-215.87283390068166	-493.07623640629794	2.704080841900263E8	1.5617665206421053E9	1.0187813701363971E9	1.3408149852340705E9	6.440517889962897E8	7.653747382150363E8	8.020342368935813E8	1.2535312657595623E9	8.349333407882338E-10	0.6382440757795217	5.580771248798515E9	2.7277198443354504	0.29641965927341246	0.1552221504247841	0.14795518819008893	0.4004030021117147	3.0056689431075174E-12	-493.07623640629794
570000	8.406920304708455	2.854595019520098E-4	-445.0529398964988	11.469587364505841	48.90388744025197	-493.9568273367508	0.0014515255623119931	0.008366525826746176	0.004011672366042249	0.005162571595427886	0.002883084423960944	4.668756189389354E-4	0.0035889229385578235	0.00135575339505052	2582.06873532851	0.7977273404395405	0.007830029514920138	2.448482452578631	0.2611799879513941	0.1930535573597199	0.14259143613195524	0.40317501855693094	3.1428672732976572	-493.9568273367508
600000	11.501185922067869	9.60647207215495E-7	-419.41093367473155	24.01083242728765	74.05901804559615	-493.4699517203277	1.4123086394175925E-4	7.076797341827773E-4	6.669313917265558E-4	1.9785980259158652E-4	8.095235099199051E-5	5.809010971837712E-4	3.857291833533229E-4	5.608914239665135E-4	195130.19585907678	0.08698725208734912	0.001643372266816818	1.496347953272795	0.2517561619722709	0.1733058885062221	0.185617219949182	0.3893207295723253	10.428148815452309	-493.4699517203277
630000	-12.243080488164221	1.241546133023283	-535.9982191542049	-3.150226667199476	-41.49463134801628	-494.50358780618865	6.292484991765499	16.35402018844692	25.18701355498651	55.42791708616113	10.010323548715405	13.806158564486	3.2479303330984113	47.441945609320285	0.26917025117892185	0.23170088179884818	164.84479828853475	4.5765612830472895	0.2809794655806374	0.16851714396836037	0.15666050634391118	0.3938428841070914	1.7829713607811658E-4	-494.50358780618865
660000	1.0914845807560138	0.11307017840190174	-496.84343815795245	1.9720900277751963	1.512702355501975	-498.3561405134544	0.20926666970111032	0.34793237918827163	1.0511918664566928	0.7257431466747091	0.3812402119706248	0.07653191594510561	0.14820355395744614	0.45256216727057996	2.244262721834674	0.6000408732337007	0.3986137074953385	15.232551288358813	0.3065335219303223	0.182755588688281	0.14667246993484195	0.364038419446555	0.06746122819428153	-498.3561405134544
690000	4.791164089119008	8.859849346991764E-7	-450.8994683735745	25.36516512068518	44.17782612387875	-495.07729449745324	0.00839491748403352	0.03884474357408236	0.04326525513683111	0.019572042440113388	0.004816485299462747	0.019831518640260885	0.01594791766402538	0.0047027899625394255	261900.52429184568	0.6646539280624016	0.03260476924484809	0.6644955015172065	0.26315302397285323	0.1807256686027938	0.17367768860763746	0.38244361881671585	0.3963489053760661	-495.07729449745324
720000	2.2405913806957223	2.1121759152590606E-7	-464.1780719462043	28.03800508242228	28.56719093242277	-492.74526287862705	0.03172918227698645	0.14197938092059192	0.12507472972553849	0.14453282579254978	0.0701029545654042	0.0441105756618749	0.15725403676910016	0.05467409619075726	4143129.3093577237	0.5527363116493753	0.1325587014203896	3.1342295264315347	0.2768536758034538	0.1890141145948837	0.14865077408293267	0.38548143551873004	0.14135530078609393	-492.74526287862705
750000	2.609724301300744	1.5221216930255614E-6	-462.13005703703146	24.25440462233754	31.637706512873862	-493.76776354990534	0.028830733998753296	0.09535811001779854	0.06267822673408796	0.11160127882700177	0.042455492342016725	0.07799448884494627	0.00864780396764164	0.053291339397311135	62085.29365016094	0.9322465852836217	0.10221784893444243	3.577180286400584	0.31452925983309854	0.18663492569483195	0.15230659647551475	0.34652921799655506	0.1891835913546213	-493.76776354990534
780000	-23.66308115672112	1.5536052258326896	-598.9711978810684	-3.2455694710552994	-101.85157671805175	-497.11962116301663	17815.299715425674	25246.006995209245	72983.49268859148	64348.78562400147	10137.128955943526	50061.41000229356	7657.203455483831	26562.59120574114	0.10464724052239809	0.9093183194407733	64895.08027793443	0.6905150748526502	0.3065348821925314	0.15018123497270605	0.20342338047982036	0.33986050235494275	2.0449568355585065E-7	-497.11962116301663
810000	7.488991408714281	1.3518009421788098E-7	-428.9035396714129	28.657384379105824	65.58108487877811	-494.48462455019103	4.2657882349165203E-4	0.002979971215294192	0.0017785323418784693	0.00236474586053848	3.3556123748982745E-4	0.0010489120984830812	4.3290059186331124E-4	0.00215534089597326	5502918.07591012	0.34915771513714694	0.007214037883997688	0.8295313929767613	0.25233019441716215	0.19000523329078886	0.15360163332097057	0.404062938971079	2.313857663040353	-494.48462455019103
840000	7.509063152625546	0.10756500097913456	-459.85750219955946	1.5938745053916468	35.92682012980136	-495.7843223293608	0.0035920468543434833	0.003099707115291739	0.027552196632764488	0.011549234124147533	0.004461701600265944	0.0043557727946822	4.241381313403947E-4	0.007443872986900128	9.235538407239737	0.34125816048613417	0.10871314650940128	5.977927440643779	0.30733616439821615	0.1597472699967762	0.18323992395736324	0.34967664164764495	0.12225628984802905	-495.7843223293608
870000	-21.604641105559132	2365.187297020707	-592.7118040245596	-18.221414369363494	-97.1598109526409	-495.5519930719186	3091.5125892175383	11269.809744162341	7388.904913635259	13313.442139483315	2494.5648228754208	4979.087687952084	294.41913545668547	1470.552378316654	1.5534992658502176E-4	0.3149953129997163	22414.01023112379	3.8035148198593185	0.23816234018136384	0.20186563815775257	0.14336357970078217	0.416608441960102	7.693850066569782E-7	-495.5519930719186
900000	3.6714630812623454	0.002501020275684347	-459.46368688787436	9.11023888706651	36.286189976478894	-495.74987686435327	0.0036808176803179715	0.003046936505405782	0.00915276026379583	0.008705619575661216	0.01303503346538253	0.005644026960929034	0.015367694126700934	0.010268824292637722	106.41356827573154	0.46319342711816003	0.07756631284437492	2.3678021399231284	0.3145562070082743	0.19848265395021425	0.16518178160570346	0.3217793574358084	0.36178544469887397	-495.74987686435327
930000	-13.008618028720816	5.533089649486563	-549.9145727283618	-8.056899587070205	-56.26913871737784	-493.64543401098393	100.70930686251901	305.4043092251716	598.3355060553776	190.9234171429615	206.30513170165145	92.73116941449467	30.933012627247084	91.1042381371642	0.0010126943664889988	0.9573505136078005	388.04361638114955	2.8058377824463605	0.2783409051050869	0.19129263118505804	0.18308548301150288	0.34728098069835245	5.714415870886174E-5	-493.64543401098393
960000	12.674497972011501	3.738345043664854E-7	-425.1850693797752	27.386024064944937	69.47382762189443	-494.65889700166963	4.571838084827019E-4	9.327661310815053E-4	0.002577357072574804	0.0024747292594920257	0.0015720336630388253	2.0742611327593039E-4	5.139392428087023E-4	6.180486991627652E-4	760906.3596719085	0.7183366122127384	7.063748326185538E-4	1.770753194743882	0.2759236988932163	0.14635960945394036	0.17852761638200357	0.39918907527084	14.99474249616297	-494.65889700166963
990000	-1.557090127185516	0.02187967963139302	-501.1032874911919	3.950473587703809	-8.27509551567901	-492.8281919755129	0.742581506677792	2.50767070454646	0.9846166309604756	4.256480001928786	0.18718657899536517	2.037716361777619	0.42867232002992195	0.5421122041165273	6.577050529271612	0.3025588706916473	1.0083219833750547	2.4123851649786787	0.31018911651868786	0.1864437585828159	0.14559994812292792	0.3577671767755685	0.014503655891274907	-492.8281919755129
1020000	-15.210563754450327	3.959935317768676	-564.1935636556763	-4.893482103842692	-71.67596099660719	-492.51760265906904	333.93677546155965	1974.8353476919367	1515.0732925544842	1661.1251100889172	1097.283999050678	620.031213017431	774.2820439504858	1120.2965411706991	0.16634117910875848	0.0964400587984218	369.96794219932224	1.6742846819315333	0.2757849513106229	0.18456776873190112	0.158646059295649	0.3810012206618271	3.653585036972901E-5	-492.51760265906904
1050000	-43.60813388205551	1.764014703835596E10	-710.4493243219983	-50.28516460760383	-218.06837171553678	-492.38095260646156	5.433117172023808E8	6.883898871320739E8	1.3932911931445522E9	2.1764685904346266E9	1.2330957141411195E9	1.0678945069082063E9	9.414453476767809E8	4.051267259891625E8	1.282800810016241E-11	0.91883433415706	1.784656921041264E10	1.5082435830109766	0.2790122659136564	0.17447734779185461	0.17326592591677503	0.37324446037771414	8.43519014141198E-13	-492.38095260646156
1080000	6.5162726748160225	0.02778474929085112	-461.77901045299393	3.9456266168122807	32.126519622567116	-493.90553007556105	0.010822270281175456	0.025167447625962115	0.07833147778164927	0.04512473902530627	0.02042605893082511	0.02663203490094136	0.010406706717068693	0.015491781148002698	2.290101590302068	0.8433698280632095	0.035913262496959586	2.2171552224926905	0.26862465666276775	0.15205844989110462	0.1699076393023578	0.4094092541437699	0.39169920476315145	-493.90553007556105
1110000	-6.7606197672472135	0.7179971037404637	-521.2722882361354	-1.7884814292278177	-26.469551457815726	-494.8027367783197	4.3146924945819976	9.561647021402102	18.89396495989165	12.065810131083557	8.631304245593423	8.595727719308245	3.4691264236650845	12.85626948576463	0.08326148186698451	0.8974548764500653	9.274148417296258	4.57302701558511	0.2518826055084545	0.19162633494610481	0.16061559419596955	0.39587546534947116	0.0018212257398853482	-494.8027367783197
1140000	-7.015546772560574	2.6691361557534647	-522.1459187828095	-4.33189503415836	-29.169603262165147	-492.97631552064433	3.6899209456462487	4.832876501339966	15.451167955982644	9.885249481680134	2.721867424468436	9.925147611021	3.1208032204016947	14.782741834049595	0.1697670408763865	0.4951227024569712	14.656088232134767	2.965645664986199	0.295195307831792	0.19495328574909662	0.14787609060943846	0.3619753158096728	9.294767950294283E-4	-492.97631552064433
1170000	0.015721133348064242	0.061865453048871845	-480.1725380290036	1.6483669575851323	12.085864699999393	-492.25840272900297	0.06797678225272735	0.1649829704777605	0.30087601644180423	0.38425343429445147	0.031368842857978634	0.03510729092386291	0.04661931754208502	0.19578887523163402	0.7546141953811621	0.7415112201166222	0.40591489732570557	2.2524831979760136	0.30560122980626836	0.16640697367618962	0.1712768163458172	0.35671498017172465	0.04502178203334978	-492.25840272900297
1200000	7.588292538047005	0.0010895820991690703	-451.9703580632307	11.366221445015444	42.975123970869426	-494.94548203410017	0.0037926286918985325	0.005919278125009209	0.01061048191425193	0.007990393129037645	0.0014273469445282238	0.010517639448994259	0.010019910927597265	0.0029601027449448723	520.6960318587873	0.5924852830854395	0.013808863209693729	2.055338920878018	0.3124785832573351	0.1359715488145692	0.1588904058280069	0.3926594621000887	1.0301167139838903	-494.94548203410017
1230000	-20.682795720853967	34.60168676256208	-596.8830641361569	-10.619798716517137	-100.5797083560681	-496.30335578008885	6602.160981929764	18991.459392844787	9879.643019972578	14591.980899282475	4440.778297875214	16391.874726205944	2262.2660776543876	15881.349636767469	0.013807259522912377	0.7591943099352043	11678.958601643886	9.66275242346036	0.2801220233688413	0.1905460311071116	0.18301129486306847	0.3463206506609784	1.1137326210173314E-6	-496.30335578008885
1260000	-53.34458499311833	8.511383400703113E9	-746.5152070842379	-49.366390127214785	-253.86742523474234	-492.6477818494956	3.1553823502497746E10	5.499858545887868E10	1.0929358287145668E11	6.291601163222651E10	8.334557120100359E10	4.446822905295687E10	4.8781363350710945E10	1.7749900988337353E10	6.134303264594698E-13	0.9796643876217843	2.2090054721751242E11	1.3329964433686086	0.2932380357792983	0.17852142598051657	0.16065826486001927	0.3675822733801656	9.460969946106514E-14	-492.6477818494956
1290000	-40.020456260892445	1510195.485284208	-676.5917506584991	-30.450108412504402	-182.2290649904501	-494.362685668049	1.6919563408466347E7	5.9326807358520344E7	6.585547615884329E7	6.889592033217752E7	3.5463655898505405E7	1.3505324135240305E7	1.5200487303128164E7	3.1343634915633526E7	4.630092036414604E-7	0.37479544511877494	1.629497492273417E8	7.751743441392642	0.2842665077211758	0.17796269218074146	0.15125839142296746	0.386512408675115	9.679451835371845E-11	-494.362685668049
1320000	11.673157059174795	0.01237440577745045	-438.4412910822658	5.683632846077376	55.065943898288914	-493.50723498055476	6.591700306463352E-4	0.0019199577078903222	0.0027441718436719115	0.0037677498239316156	9.747510189193508E-4	0.0010411094446810497	0.002423838051310252	0.0012518129351002623	127.06012888214015	0.3425792655068838	0.012493761416409049	6.5047604847063	0.29140427239627176	0.16208701348144855	0.16449206669420605	0.38201664742807323	1.3344500252498086	-493.50723498055476
1350000	-6.028472654591361	1.3583369621641772	-524.7563189694976	-4.5140290415892625	-26.126465821207315	-498.6298531482903	2.8623185710880668	11.709762622120918	7.031889344915302	14.555967189314055	7.18837111786925	1.5231278993323203	3.9293613366350377	1.6962367748348426	1.1481653707241293	0.4041251775468238	6.134194227916204	1.2189242206259494	0.26372440151943877	0.16239765398698275	0.1518853809210139	0.4219925635725641	0.001624861174554733	-498.6298531482903
1380000	-29.630196064560472	1.0896633597340737E7	-647.2294864732175	-35.20158246292068	-153.24605732851094	-493.98342914470663	367980.9214123186	962961.937264475	4012999.284601983	946457.4776727529	43410.497756367804	852158.9820695198	2487947.1183643136	1081221.4131224991	1.7798028365370865E-8	0.8507613201131025	1.13259717652125E7	1.7170066361469039	0.2791310376326158	0.19215101563291606	0.1403062800658108	0.3884116666686568	1.452686030940146E-9	-493.98342914470663
1410000	8.867317111696865	0.0015032522489600033	-443.00827986781746	10.784694686323249	52.756681953887814	-495.7649618217053	8.596731286111954E-4	5.705502640348042E-4	0.0030810451445349306	0.003033013505740269	0.0024492881946861886	5.600816063991857E-4	0.002999093746528338	0.002794359043659449	164.44326012297074	0.7370637459835192	0.006146163217450296	1.4725014651002435	0.3050203457324236	0.18592067857351124	0.11474632055130685	0.3943126551427579	3.3754527401037344	-495.7649618217053
1440000	10.341729268915461	1.279420497273525E-5	-429.97827952565825	19.433845675096162	62.56559040279662	-492.54386992845485	4.581893507599178E-4	8.495204671360588E-4	0.001165831704524663	0.001126796153789709	0.0013424615639177203	5.863470834996022E-4	0.001354717165057016	0.0013958162776142322	47726.96102752149	0.4156705846821562	0.0023159069940474077	3.7440564919090544	0.29153379263214013	0.1641400744637946	0.1701195797691244	0.37420655313494033	7.515287810554638	-492.54386992845485
1470000	8.402194627919162	1.4962936418728243E-6	-442.60969381622283	23.609898288353595	54.3865251149607	-496.99621893118353	0.0010683310546391455	0.0017673752520506554	0.0070985656102145675	0.00440361395435372	0.0029024673267282644	2.899894359084964E-4	0.006177135942536059	7.925023615126924E-4	155018.93099019173	0.8074850665150582	0.00552039831288821	6.901766213717597	0.3109683275767694	0.12683208118408942	0.17217589576249914	0.3900236954766415	2.969906254613932	-496.99621893118353
1500000	7.980289322380286	5.604797498788536E-7	-444.5468805471844	25.728875373210588	49.79272993726883	-494.3396104844532	0.002714018595067561	0.006848816674122558	0.012183627624681677	0.005035724556179729	0.014342027895770736	0.0021373310474031176	0.003237005831643642	0.006945227780373988	192668.57245920124	0.7517077109164324	0.002510629395620674	3.606816414618336	0.25848978889536867	0.20076072965679556	0.1875997839219665	0.3531496975258688	8.950156912647552	-494.3396104844532
1530000	-1.8197519691084079	2.353931663859095E-4	-502.3692659156217	13.718222300938763	-7.025765151949135	-495.3435007636726	1.0275928707356168	2.7467217353342672	7.0269195963067075	5.334072317186888	2.3551514688546207	1.3619010432400678	0.9616206599851	0.7322692279333396	723.0715304452556	0.6598847597198143	0.7314719701259834	7.147792720079116	0.2545708752032668	0.1687631591685047	0.15678138689241328	0.4198845787358147	0.025318751202555858	-495.3435007636726
1560000	-11.215715923583556	24.179718822257993	-531.888052009463	-9.796422791513644	-38.46644472141282	-493.4216072880501	6.722657696551788	32.97371527001045	46.27495607238544	28.67257307738734	15.132345605140477	14.046099055864374	12.180050476284741	4.475019073166068	0.011969164690222137	0.7865697801689381	79.4875747689719	1.1721111416369197	0.29807459130849384	0.1630902253339936	0.1605512433482808	0.3782839400092314	2.133344277550704E-4	-493.4216072880501
1590000	-2.6175270887279862	247.75329394026008	-503.928114746457	-14.203281775536638	-9.529212105822515	-494.3989026406345	0.4271501366015363	0.8126695026576495	2.0620321954418284	1.7496882963532079	0.2020026262764721	0.3803728349987191	1.2408609245351507	0.4935705894193706	0.005923785622234695	0.24983807501784447	248.99674054560182	2.6218121253474926	0.312055864498252	0.17503139024249134	0.158561539980877	0.3543512052783792	3.6304812755333145E-5	-494.3989026406345
1620000	-1.203043999887917	6.943089883383512	-500.1061402265163	-6.545785522804371	-5.611543977100176	-494.49459624941613	0.34494537507064155	1.0273571083779918	0.7530352868364556	2.3850043939504473	0.5002339294004639	0.35439205258318346	0.09690995503008838	0.3270011259564503	0.04110925848408477	0.47882505409885706	8.080947695589039	5.369247444411886	0.30988609617418006	0.16165506633433008	0.17646417736029585	0.35199466013119346	0.002897848244522041	-494.49459624941613
1650000	0.0036292490956392753	6.295196706299879	-493.3656162466602	-6.095113159680074	-0.47050352548669716	-492.89511272117346	0.17457719289548068	0.17118261831878984	0.5853955771597622	1.1485264497174454	0.10248369661861023	0.63019467877501	0.3221223091013744	0.0916653481725653	0.08805338202203751	0.38208421377016527	6.567605981690196	2.601590166484333	0.27274723607580587	0.16336985293085124	0.1848190479086554	0.37906386308468704	0.0020280387214824604	-492.89511272117346
1680000	4.907801977761604	8.71845277757796E-6	-459.3966276084177	20.937682639098963	38.63088721451756	-498.02751482293525	0.010559290318886538	0.036289051681289916	0.042436857734234	0.058092722805091784	0.011180206693168335	0.018210007012422463	0.0067707965501091075	0.014435572012842799	40206.379769303676	0.49925813332985514	0.05439981129218011	4.542788419599521	0.27847914889299386	0.13776965311710204	0.16807494721520536	0.4156762507746984	0.4664231964025078	-498.02751482293525
1710000	-16.480080477842392	0.006548252551967776	-563.2580630428176	7.404403239917205	-69.29990883380364	-493.958154209014	748.6465323447062	2443.634842330519	2324.680921824241	4722.809060299813	1693.3811067162937	856.4238742518714	1471.3563116273506	718.5377638263045	60.72226130260706	0.6856213442712151	1367.821573472773	1.8268448600758573	0.26013627644866966	0.21695962551193165	0.16301732143221837	0.35988677660718	1.1464392084109406E-5	-493.958154209014
1740000	-7.292977573237968	1.3052677241294697E-5	-516.0390629566929	19.88551900723365	-21.845966422381018	-494.1930965343119	7.16559263745638	46.0628859910368	29.717491374916985	38.21094018673691	10.037591745111817	8.268235362423841	12.105220236873864	5.881768956025273	31737.045392318567	0.6439728925920435	15.257037482016937	3.2195528870181147	0.2858278920478844	0.18246494941123514	0.1270505555406489	0.40465660300023126	0.0012675098369606434	-494.1930965343119
1770000	9.25733500310682	4.447063424571901E-9	-431.78894677528814	35.092695288977964	67.1331905546361	-498.9221373299242	8.677845155598928E-4	0.0010657655964890068	0.003128642607712527	0.0016235222095705537	9.840540114990565E-4	0.0030003737670952504	6.36994162461116E-4	0.00186500764277291	1.035950374425952E8	0.8273817539074493	0.006016517944194906	1.9847975721949076	0.2810975919778263	0.1363619649861131	0.21227723133925397	0.37026321169680654	1.6254007353369253	-498.9221373299242
