name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Calyptrogyne osensis 	 NA	NA	NA	1176942	NA	NA	NA	93325	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Calyptrogyne panamensis 	 NA	NA	NA	1176943	NA	NA	NA	93325	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Calyptrogyne tutensis 	 NA	NA	NA	1176944	NA	NA	NA	93325	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma cuneata 	 NA	NA	NA	93329	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma deversa 	 NA	NA	NA	93330	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma macrostachys 	 NA	NA	NA	93332	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma orbignyana 	 NA	NA	NA	93333	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma multisecta 	 NA	NA	NA	93334	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma stricta 	 NA	NA	NA	93335	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma undata 	 NA	NA	NA	93336	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma congesta 	 NA	NA	NA	115469	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma maxima 	 NA	NA	NA	313560	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma tenuissima 	 NA	NA	NA	313562	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma poeppigiana 	 NA	NA	NA	313563	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma leptospadix 	 NA	NA	NA	313564	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma brongniartii 	 NA	NA	NA	313565	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma longepedunculata 	 NA	NA	NA	313569	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma camana 	 NA	NA	NA	313570	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma triglochin 	 NA	NA	NA	313571	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma interrupta 	 NA	NA	NA	313572	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma longivaginata 	 NA	NA	NA	313573	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma brevispatha 	 NA	NA	NA	622469	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma pauciflora 	 NA	NA	NA	622470	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma pohliana 	 NA	NA	NA	622471	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma schottiana 	 NA	NA	NA	622472	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma baculifera 	 NA	NA	NA	860496	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma concinna 	 NA	NA	NA	860497	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma epetiolata 	 NA	NA	NA	860499	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma hugonis 	 NA	NA	NA	860500	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma monospatha 	 NA	NA	NA	860501	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma oldemanii 	 NA	NA	NA	860502	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma scoparia 	 NA	NA	NA	860503	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma umbraculiformis 	 NA	NA	NA	860504	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma occidentalis 	 NA	NA	NA	862137	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma ferruginea 	 NA	NA	NA	1125916	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma pinnatifrons 	 NA	NA	NA	1125917	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma sp. RE-5264 	 NA	NA	NA	1128208	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma sp. RE-5265 	 NA	NA	NA	1128209	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma sp. RE-5263 	 NA	NA	NA	1156510	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma brongniartii x Geonoma deversa 	 NA	NA	NA	1176936	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma bernalii 	 NA	NA	NA	1176946	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma brenesii 	 NA	NA	NA	1176947	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma calyptrogynoidea 	 NA	NA	NA	1176948	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma concinnoidea 	 NA	NA	NA	1176949	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma divisa 	 NA	NA	NA	1176950	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma elegans 	 NA	NA	NA	1176951	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma frontinensis 	 NA	NA	NA	1176952	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma hollinensis 	 NA	NA	NA	1176953	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma lanata 	 NA	NA	NA	1176954	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma laxiflora 	 NA	NA	NA	1176955	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma lehmannii 	 NA	NA	NA	1176956	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma simplicifrons 	 NA	NA	NA	1176959	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma sp. JR-2012 	 NA	NA	NA	1176960	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma triandra 	 NA	NA	NA	1176961	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma atrovirens 	 NA	NA	NA	1177742	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma supracostata 	 NA	NA	NA	1177743	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Geonoma tapajotensis 	 NA	NA	NA	1177744	NA	NA	NA	93328	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Calyptronoma occidentalis 	 NA	NA	NA	115452	NA	NA	NA	115451	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Calyptronoma rivalis 	 NA	NA	NA	145680	NA	NA	NA	115451	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Calyptronoma plumeriana 	 NA	NA	NA	292755	NA	NA	NA	115451	NA	169706	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Iriartea deltoidea 	 NA	NA	NA	101627	NA	NA	NA	101626	NA	169707	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Wettinia hirsuta 	 NA	NA	NA	131305	NA	NA	NA	131304	NA	169707	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Dictyocaryum lamarckianum 	 NA	NA	NA	145684	NA	NA	NA	145683	NA	169707	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Socratea exorrhiza 	 NA	NA	NA	145713	NA	NA	NA	145712	NA	169707	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Iriartella stenocarpa 	 NA	NA	NA	292676	NA	NA	NA	292675	NA	169707	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Euterpe oleracea 	 NA	NA	NA	115466	NA	NA	NA	115465	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Euterpe precatoria 	 NA	NA	NA	154480	NA	NA	NA	115465	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Euterpe edulis 	 NA	NA	NA	157786	NA	NA	NA	115465	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Euterpe sp. A.Guadamuz 	 NA	NA	NA	1128202	NA	NA	NA	115465	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Hyospathe macrorhachis 	 NA	NA	NA	131272	NA	NA	NA	115476	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Hyospathe elegans 	 NA	NA	NA	446119	NA	NA	NA	115476	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Neonicholsonia watsonii 	 NA	NA	NA	115500	NA	NA	NA	115499	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Prestoea acuminata 	 NA	NA	NA	145702	NA	NA	NA	145701	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Prestoea carderi 	 NA	NA	NA	154486	NA	NA	NA	145701	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Prestoea pubens 	 NA	NA	NA	349349	NA	NA	NA	145701	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Prestoea schultzeana 	 NA	NA	NA	446129	NA	NA	NA	145701	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Prestoea decurrens 	 NA	NA	NA	1129503	NA	NA	NA	145701	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Oenocarpus bataua 	 NA	NA	NA	169985	NA	NA	NA	169984	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Oenocarpus bacaba 	 NA	NA	NA	231511	NA	NA	NA	169984	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Oenocarpus distichus 	 NA	NA	NA	446120	NA	NA	NA	169984	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Oenocarpus mapora 	 NA	NA	NA	446121	NA	NA	NA	169984	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Oenocarpus balickii 	 NA	NA	NA	459233	NA	NA	NA	169984	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Oenocarpus sp. Baker 998 	 NA	NA	NA	997068	NA	NA	NA	169984	NA	169712	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Leopoldinia pulchra 	 NA	NA	NA	131280	NA	NA	NA	131279	NA	169715	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Manicaria saccifera 	 NA	NA	NA	115496	NA	NA	NA	115495	NA	169718	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Orania lauterbachiana 	 NA	NA	NA	115502	NA	NA	NA	115501	NA	169721	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Orania trispatha 	 NA	NA	NA	145698	NA	NA	NA	115501	NA	169721	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Orania ravaka 	 NA	NA	NA	293167	NA	NA	NA	115501	NA	169721	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Roystonea oleracea 	 NA	NA	NA	131298	NA	NA	NA	131297	NA	169723	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Roystonea regia 	 NA	NA	NA	145709	NA	NA	NA	131297	NA	169723	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Roystonea princeps 	 NA	NA	NA	207930	NA	NA	NA	131297	NA	169723	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Roystonea borinquena 	 NA	NA	NA	883806	NA	NA	NA	131297	NA	169723	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Sclerosperma mannii 	 NA	NA	NA	131302	NA	NA	NA	131301	NA	169724	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Podococcus barteri 	 NA	NA	NA	101629	NA	NA	NA	101628	NA	169731	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea seifrizii 	 NA	NA	NA	77339	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea microspadix 	 NA	NA	NA	115453	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea costaricana 	 NA	NA	NA	154471	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea adscendens 	 NA	NA	NA	348452	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea allenii 	 NA	NA	NA	348453	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea alternans 	 NA	NA	NA	348454	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea amabilis 	 NA	NA	NA	348455	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea anemophila 	 NA	NA	NA	348456	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea arenbergiana 	 NA	NA	NA	348457	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea brachyclada 	 NA	NA	NA	348458	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea brachypoda 	 NA	NA	NA	348459	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea cataractarum 	 NA	NA	NA	348460	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea coralliformis 	 NA	NA	NA	348461	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea crucensis 	 NA	NA	NA	348462	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea dammeriana 	 NA	NA	NA	348463	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea elatior 	 NA	NA	NA	348464	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea elegans 	 NA	NA	NA	348465	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea ernesti-augustii 	 NA	NA	NA	348466	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Chamaedorea fragrans 	 NA	NA	NA	348467	NA	NA	NA	77338	NA	169745	169697	4710	NA	NA	NA	NA	40551	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
