name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Typha_domingensis	NA	NA	NA	189386	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_capensis	NA	NA	NA	379307	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_angustata	NA	NA	NA	453243	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_caspica	NA	NA	NA	644744	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_elata	NA	NA	NA	644745	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_intermedia	NA	NA	NA	644746	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_laxmannii	NA	NA	NA	644747	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_orientalis	NA	NA	NA	644748	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_provincialis	NA	NA	NA	644749	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_shuttleworthii	NA	NA	NA	644750	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_tichomirovii	NA	NA	NA	644751	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_valentinii	NA	NA	NA	644752	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
Typha_elephantina	NA	NA	NA	747363	NA	NA	NA	4732	NA	NA	NA	4731	NA	NA	NA	NA	38820	NA	NA	4734	4447	NA	NA	35493	NA	NA	33090	2759
